487^2 divides 10^n + 1 where n = 243 = 487 * 0.4989733059548255 = 3^5
487^2 divides 10^n + 1 where n = 729 = 487 * 1.4969199178644763 = 3^6
487^2 divides 10^n + 1 where n = 1215 = 487 * 2.4948665297741273 = 3^5 * 5^1
487^2 divides 10^n + 1 where n = 1701 = 487 * 3.4928131416837784 = 3^5 * 7^1
487^2 divides 10^n + 1 where n = 2187 = 487 * 4.490759753593429 = 3^7
487^2 divides 10^n + 1 where n = 2673 = 487 * 5.48870636550308 = 3^5 * 11^1
487^2 divides 10^n + 1 where n = 3159 = 487 * 6.486652977412731 = 3^5 * 13^1
487^2 divides 10^n + 1 where n = 3645 = 487 * 7.484599589322382 = 3^6 * 5^1
487^2 divides 10^n + 1 where n = 4131 = 487 * 8.482546201232033 = 3^5 * 17^1
487^2 divides 10^n + 1 where n = 4617 = 487 * 9.480492813141684 = 3^5 * 19^1
487^2 divides 10^n + 1 where n = 5103 = 487 * 10.478439425051334 = 3^6 * 7^1
487^2 divides 10^n + 1 where n = 5589 = 487 * 11.476386036960985 = 3^5 * 23^1
487^2 divides 10^n + 1 where n = 6075 = 487 * 12.474332648870636 = 3^5 * 5^2
487^2 divides 10^n + 1 where n = 6561 = 487 * 13.472279260780287 = 3^8
487^2 divides 10^n + 1 where n = 7047 = 487 * 14.470225872689939 = 3^5 * 29^1
487^2 divides 10^n + 1 where n = 7533 = 487 * 15.46817248459959 = 3^5 * 31^1
487^2 divides 10^n + 1 where n = 8019 = 487 * 16.46611909650924 = 3^6 * 11^1
487^2 divides 10^n + 1 where n = 8505 = 487 * 17.46406570841889 = 3^5 * 5^1 * 7^1
487^2 divides 10^n + 1 where n = 8991 = 487 * 18.462012320328544 = 3^5 * 37^1
487^2 divides 10^n + 1 where n = 9477 = 487 * 19.459958932238195 = 3^6 * 13^1
487^2 divides 10^n + 1 where n = 9963 = 487 * 20.457905544147845 = 3^5 * 41^1
487^2 divides 10^n + 1 where n = 10449 = 487 * 21.455852156057496 = 3^5 * 43^1
487^2 divides 10^n + 1 where n = 10935 = 487 * 22.453798767967147 = 3^7 * 5^1
487^2 divides 10^n + 1 where n = 11421 = 487 * 23.451745379876797 = 3^5 * 47^1
487^2 divides 10^n + 1 where n = 11907 = 487 * 24.449691991786448 = 3^5 * 7^2
487^2 divides 10^n + 1 where n = 12393 = 487 * 25.4476386036961 = 3^6 * 17^1
487^2 divides 10^n + 1 where n = 12879 = 487 * 26.44558521560575 = 3^5 * 53^1
487^2 divides 10^n + 1 where n = 13365 = 487 * 27.4435318275154 = 3^5 * 5^1 * 11^1
487^2 divides 10^n + 1 where n = 13851 = 487 * 28.44147843942505 = 3^6 * 19^1
487^2 divides 10^n + 1 where n = 14337 = 487 * 29.439425051334702 = 3^5 * 59^1
487^2 divides 10^n + 1 where n = 14823 = 487 * 30.437371663244353 = 3^5 * 61^1
487^2 divides 10^n + 1 where n = 15309 = 487 * 31.435318275154003 = 3^7 * 7^1
487^2 divides 10^n + 1 where n = 15795 = 487 * 32.43326488706366 = 3^5 * 5^1 * 13^1
487^2 divides 10^n + 1 where n = 16281 = 487 * 33.431211498973305 = 3^5 * 67^1
487^2 divides 10^n + 1 where n = 16767 = 487 * 34.42915811088296 = 3^6 * 23^1
487^2 divides 10^n + 1 where n = 17253 = 487 * 35.427104722792606 = 3^5 * 71^1
487^2 divides 10^n + 1 where n = 17739 = 487 * 36.42505133470226 = 3^5 * 73^1
487^2 divides 10^n + 1 where n = 18225 = 487 * 37.42299794661191 = 3^6 * 5^2
487^2 divides 10^n + 1 where n = 18711 = 487 * 38.42094455852156 = 3^5 * 7^1 * 11^1
487^2 divides 10^n + 1 where n = 19197 = 487 * 39.41889117043121 = 3^5 * 79^1
487^2 divides 10^n + 1 where n = 19683 = 487 * 40.41683778234086 = 3^9
487^2 divides 10^n + 1 where n = 20169 = 487 * 41.41478439425051 = 3^5 * 83^1
487^2 divides 10^n + 1 where n = 20655 = 487 * 42.412731006160165 = 3^5 * 5^1 * 17^1
487^2 divides 10^n + 1 where n = 21141 = 487 * 43.41067761806981 = 3^6 * 29^1
487^2 divides 10^n + 1 where n = 21627 = 487 * 44.408624229979466 = 3^5 * 89^1
487^2 divides 10^n + 1 where n = 22113 = 487 * 45.40657084188912 = 3^5 * 7^1 * 13^1
487^2 divides 10^n + 1 where n = 22599 = 487 * 46.40451745379877 = 3^6 * 31^1
487^2 divides 10^n + 1 where n = 23085 = 487 * 47.40246406570842 = 3^5 * 5^1 * 19^1
487^2 divides 10^n + 1 where n = 23571 = 487 * 48.40041067761807 = 3^5 * 97^1
487^2 divides 10^n + 1 where n = 24057 = 487 * 49.39835728952772 = 3^7 * 11^1
487^2 divides 10^n + 1 where n = 24543 = 487 * 50.39630390143737 = 3^5 * 101^1
487^2 divides 10^n + 1 where n = 25029 = 487 * 51.394250513347025 = 3^5 * 103^1
487^2 divides 10^n + 1 where n = 25515 = 487 * 52.39219712525667 = 3^6 * 5^1 * 7^1
487^2 divides 10^n + 1 where n = 26001 = 487 * 53.390143737166326 = 3^5 * 107^1
487^2 divides 10^n + 1 where n = 26487 = 487 * 54.38809034907597 = 3^5 * 109^1
487^2 divides 10^n + 1 where n = 26973 = 487 * 55.38603696098563 = 3^6 * 37^1
487^2 divides 10^n + 1 where n = 27459 = 487 * 56.383983572895275 = 3^5 * 113^1
487^2 divides 10^n + 1 where n = 27945 = 487 * 57.38193018480493 = 3^5 * 5^1 * 23^1
487^2 divides 10^n + 1 where n = 28431 = 487 * 58.379876796714576 = 3^7 * 13^1
487^2 divides 10^n + 1 where n = 28917 = 487 * 59.37782340862423 = 3^5 * 7^1 * 17^1
487^2 divides 10^n + 1 where n = 29403 = 487 * 60.37577002053388 = 3^5 * 11^2
487^2 divides 10^n + 1 where n = 29889 = 487 * 61.37371663244353 = 3^6 * 41^1
487^2 divides 10^n + 1 where n = 30375 = 487 * 62.37166324435318 = 3^5 * 5^3
487^2 divides 10^n + 1 where n = 30861 = 487 * 63.369609856262834 = 3^5 * 127^1
487^2 divides 10^n + 1 where n = 31347 = 487 * 64.36755646817248 = 3^6 * 43^1
487^2 divides 10^n + 1 where n = 31833 = 487 * 65.36550308008214 = 3^5 * 131^1
487^2 divides 10^n + 1 where n = 32319 = 487 * 66.36344969199179 = 3^5 * 7^1 * 19^1
487^2 divides 10^n + 1 where n = 32805 = 487 * 67.36139630390144 = 3^8 * 5^1
487^2 divides 10^n + 1 where n = 33291 = 487 * 68.35934291581108 = 3^5 * 137^1
487^2 divides 10^n + 1 where n = 33777 = 487 * 69.35728952772074 = 3^5 * 139^1
487^2 divides 10^n + 1 where n = 34263 = 487 * 70.35523613963039 = 3^6 * 47^1
487^2 divides 10^n + 1 where n = 34749 = 487 * 71.35318275154005 = 3^5 * 11^1 * 13^1
487^2 divides 10^n + 1 where n = 35235 = 487 * 72.35112936344969 = 3^5 * 5^1 * 29^1
487^2 divides 10^n + 1 where n = 35721 = 487 * 73.34907597535934 = 3^6 * 7^2
487^2 divides 10^n + 1 where n = 36207 = 487 * 74.347022587269 = 3^5 * 149^1
487^2 divides 10^n + 1 where n = 36693 = 487 * 75.34496919917865 = 3^5 * 151^1
487^2 divides 10^n + 1 where n = 37179 = 487 * 76.34291581108829 = 3^7 * 17^1
487^2 divides 10^n + 1 where n = 37665 = 487 * 77.34086242299794 = 3^5 * 5^1 * 31^1
487^2 divides 10^n + 1 where n = 38151 = 487 * 78.3388090349076 = 3^5 * 157^1
487^2 divides 10^n + 1 where n = 38637 = 487 * 79.33675564681725 = 3^6 * 53^1
487^2 divides 10^n + 1 where n = 39123 = 487 * 80.33470225872689 = 3^5 * 7^1 * 23^1
487^2 divides 10^n + 1 where n = 39609 = 487 * 81.33264887063655 = 3^5 * 163^1
487^2 divides 10^n + 1 where n = 40095 = 487 * 82.3305954825462 = 3^6 * 5^1 * 11^1
487^2 divides 10^n + 1 where n = 40581 = 487 * 83.32854209445586 = 3^5 * 167^1
487^2 divides 10^n + 1 where n = 41067 = 487 * 84.32648870636551 = 3^5 * 13^2
487^2 divides 10^n + 1 where n = 41553 = 487 * 85.32443531827515 = 3^7 * 19^1
487^2 divides 10^n + 1 where n = 42039 = 487 * 86.3223819301848 = 3^5 * 173^1
487^2 divides 10^n + 1 where n = 42525 = 487 * 87.32032854209446 = 3^5 * 5^2 * 7^1
487^2 divides 10^n + 1 where n = 43011 = 487 * 88.31827515400411 = 3^6 * 59^1
487^2 divides 10^n + 1 where n = 43497 = 487 * 89.31622176591375 = 3^5 * 179^1
487^2 divides 10^n + 1 where n = 43983 = 487 * 90.3141683778234 = 3^5 * 181^1
487^2 divides 10^n + 1 where n = 44469 = 487 * 91.31211498973306 = 3^6 * 61^1
487^2 divides 10^n + 1 where n = 44955 = 487 * 92.31006160164272 = 3^5 * 5^1 * 37^1
487^2 divides 10^n + 1 where n = 45441 = 487 * 93.30800821355236 = 3^5 * 11^1 * 17^1
487^2 divides 10^n + 1 where n = 45927 = 487 * 94.30595482546201 = 3^8 * 7^1
487^2 divides 10^n + 1 where n = 46413 = 487 * 95.30390143737166 = 3^5 * 191^1
487^2 divides 10^n + 1 where n = 46899 = 487 * 96.30184804928132 = 3^5 * 193^1
487^2 divides 10^n + 1 where n = 47385 = 487 * 97.29979466119096 = 3^6 * 5^1 * 13^1
487^2 divides 10^n + 1 where n = 47871 = 487 * 98.29774127310061 = 3^5 * 197^1
487^2 divides 10^n + 1 where n = 48357 = 487 * 99.29568788501027 = 3^5 * 199^1
487^2 divides 10^n + 1 where n = 48843 = 487 * 100.29363449691992 = 3^6 * 67^1
487^2 divides 10^n + 1 where n = 49329 = 487 * 101.29158110882958 = 3^5 * 7^1 * 29^1
487^2 divides 10^n + 1 where n = 49815 = 487 * 102.28952772073922 = 3^5 * 5^1 * 41^1
487^2 divides 10^n + 1 where n = 50301 = 487 * 103.28747433264887 = 3^7 * 23^1
487^2 divides 10^n + 1 where n = 50787 = 487 * 104.28542094455852 = 3^5 * 11^1 * 19^1
487^2 divides 10^n + 1 where n = 51273 = 487 * 105.28336755646818 = 3^5 * 211^1
487^2 divides 10^n + 1 where n = 51759 = 487 * 106.28131416837782 = 3^6 * 71^1
487^2 divides 10^n + 1 where n = 52245 = 487 * 107.27926078028747 = 3^5 * 5^1 * 43^1
487^2 divides 10^n + 1 where n = 52731 = 487 * 108.27720739219713 = 3^5 * 7^1 * 31^1
487^2 divides 10^n + 1 where n = 53217 = 487 * 109.27515400410678 = 3^6 * 73^1
487^2 divides 10^n + 1 where n = 53703 = 487 * 110.27310061601642 = 3^5 * 13^1 * 17^1
487^2 divides 10^n + 1 where n = 54189 = 487 * 111.27104722792608 = 3^5 * 223^1
487^2 divides 10^n + 1 where n = 54675 = 487 * 112.26899383983573 = 3^7 * 5^2
487^2 divides 10^n + 1 where n = 55161 = 487 * 113.26694045174538 = 3^5 * 227^1
487^2 divides 10^n + 1 where n = 55647 = 487 * 114.26488706365502 = 3^5 * 229^1
487^2 divides 10^n + 1 where n = 56133 = 487 * 115.26283367556468 = 3^6 * 7^1 * 11^1
487^2 divides 10^n + 1 where n = 56619 = 487 * 116.26078028747433 = 3^5 * 233^1
487^2 divides 10^n + 1 where n = 57105 = 487 * 117.25872689938399 = 3^5 * 5^1 * 47^1
487^2 divides 10^n + 1 where n = 57591 = 487 * 118.25667351129364 = 3^6 * 79^1
487^2 divides 10^n + 1 where n = 58077 = 487 * 119.25462012320328 = 3^5 * 239^1
487^2 divides 10^n + 1 where n = 58563 = 487 * 120.25256673511294 = 3^5 * 241^1
487^2 divides 10^n + 1 where n = 59049 = 487 * 121.25051334702259 = 3^10
487^2 divides 10^n + 1 where n = 59535 = 487 * 122.24845995893224 = 3^5 * 5^1 * 7^2
487^2 divides 10^n + 1 where n = 60021 = 487 * 123.24640657084188 = 3^5 * 13^1 * 19^1
487^2 divides 10^n + 1 where n = 60507 = 487 * 124.24435318275154 = 3^6 * 83^1
487^2 divides 10^n + 1 where n = 60993 = 487 * 125.24229979466119 = 3^5 * 251^1
487^2 divides 10^n + 1 where n = 61479 = 487 * 126.24024640657085 = 3^5 * 11^1 * 23^1
487^2 divides 10^n + 1 where n = 61965 = 487 * 127.23819301848049 = 3^6 * 5^1 * 17^1
487^2 divides 10^n + 1 where n = 62451 = 487 * 128.23613963039014 = 3^5 * 257^1
487^2 divides 10^n + 1 where n = 62937 = 487 * 129.23408624229978 = 3^5 * 7^1 * 37^1
487^2 divides 10^n + 1 where n = 63423 = 487 * 130.23203285420945 = 3^7 * 29^1
487^2 divides 10^n + 1 where n = 63909 = 487 * 131.2299794661191 = 3^5 * 263^1
487^2 divides 10^n + 1 where n = 64395 = 487 * 132.22792607802876 = 3^5 * 5^1 * 53^1
487^2 divides 10^n + 1 where n = 64881 = 487 * 133.2258726899384 = 3^6 * 89^1
487^2 divides 10^n + 1 where n = 65367 = 487 * 134.22381930184804 = 3^5 * 269^1
487^2 divides 10^n + 1 where n = 65853 = 487 * 135.2217659137577 = 3^5 * 271^1
487^2 divides 10^n + 1 where n = 66339 = 487 * 136.21971252566735 = 3^6 * 7^1 * 13^1
487^2 divides 10^n + 1 where n = 66825 = 487 * 137.21765913757702 = 3^5 * 5^2 * 11^1
487^2 divides 10^n + 1 where n = 67311 = 487 * 138.21560574948666 = 3^5 * 277^1
487^2 divides 10^n + 1 where n = 67797 = 487 * 139.2135523613963 = 3^7 * 31^1
487^2 divides 10^n + 1 where n = 68283 = 487 * 140.21149897330596 = 3^5 * 281^1
487^2 divides 10^n + 1 where n = 68769 = 487 * 141.2094455852156 = 3^5 * 283^1
487^2 divides 10^n + 1 where n = 69255 = 487 * 142.20739219712524 = 3^6 * 5^1 * 19^1
487^2 divides 10^n + 1 where n = 69741 = 487 * 143.2053388090349 = 3^5 * 7^1 * 41^1
487^2 divides 10^n + 1 where n = 70227 = 487 * 144.20328542094455 = 3^5 * 17^2
487^2 divides 10^n + 1 where n = 70713 = 487 * 145.20123203285422 = 3^6 * 97^1
487^2 divides 10^n + 1 where n = 71199 = 487 * 146.19917864476386 = 3^5 * 293^1
487^2 divides 10^n + 1 where n = 71685 = 487 * 147.1971252566735 = 3^5 * 5^1 * 59^1
487^2 divides 10^n + 1 where n = 72171 = 487 * 148.19507186858317 = 3^8 * 11^1
487^2 divides 10^n + 1 where n = 72657 = 487 * 149.1930184804928 = 3^5 * 13^1 * 23^1
487^2 divides 10^n + 1 where n = 73143 = 487 * 150.19096509240245 = 3^5 * 7^1 * 43^1
487^2 divides 10^n + 1 where n = 73629 = 487 * 151.18891170431212 = 3^6 * 101^1
487^2 divides 10^n + 1 where n = 74115 = 487 * 152.18685831622176 = 3^5 * 5^1 * 61^1
487^2 divides 10^n + 1 where n = 74601 = 487 * 153.18480492813143 = 3^5 * 307^1
487^2 divides 10^n + 1 where n = 75087 = 487 * 154.18275154004107 = 3^6 * 103^1
