139^2 divides 10^n + 1 where n = 3197 = 139 * 23.0 = 23^1 * 139^1
139^2 divides 10^n + 1 where n = 9591 = 139 * 69.0 = 3^1 * 23^1 * 139^1
139^2 divides 10^n + 1 where n = 15985 = 139 * 115.0 = 5^1 * 23^1 * 139^1
139^2 divides 10^n + 1 where n = 22379 = 139 * 161.0 = 7^1 * 23^1 * 139^1
139^2 divides 10^n + 1 where n = 28773 = 139 * 207.0 = 3^2 * 23^1 * 139^1
139^2 divides 10^n + 1 where n = 35167 = 139 * 253.0 = 11^1 * 23^1 * 139^1
139^2 divides 10^n + 1 where n = 41561 = 139 * 299.0 = 13^1 * 23^1 * 139^1
139^2 divides 10^n + 1 where n = 47955 = 139 * 345.0 = 3^1 * 5^1 * 23^1 * 139^1
139^2 divides 10^n + 1 where n = 54349 = 139 * 391.0 = 17^1 * 23^1 * 139^1
139^2 divides 10^n + 1 where n = 60743 = 139 * 437.0 = 19^1 * 23^1 * 139^1
139^2 divides 10^n + 1 where n = 67137 = 139 * 483.0 = 3^1 * 7^1 * 23^1 * 139^1
139^2 divides 10^n + 1 where n = 73531 = 139 * 529.0 = 23^2 * 139^1
139^2 divides 10^n + 1 where n = 79925 = 139 * 575.0 = 5^2 * 23^1 * 139^1
139^2 divides 10^n + 1 where n = 86319 = 139 * 621.0 = 3^3 * 23^1 * 139^1
139^2 divides 10^n + 1 where n = 92713 = 139 * 667.0 = 23^1 * 29^1 * 139^1
139^2 divides 10^n + 1 where n = 99107 = 139 * 713.0 = 23^1 * 31^1 * 139^1
