13^2 divides 10^n + 1 where n = 39 = 13 * 3.0 = 3^1 * 13^1
13^2 divides 10^n + 1 where n = 117 = 13 * 9.0 = 3^2 * 13^1
13^2 divides 10^n + 1 where n = 195 = 13 * 15.0 = 3^1 * 5^1 * 13^1
13^2 divides 10^n + 1 where n = 273 = 13 * 21.0 = 3^1 * 7^1 * 13^1
13^2 divides 10^n + 1 where n = 351 = 13 * 27.0 = 3^3 * 13^1
13^2 divides 10^n + 1 where n = 429 = 13 * 33.0 = 3^1 * 11^1 * 13^1
13^2 divides 10^n + 1 where n = 507 = 13 * 39.0 = 3^1 * 13^2
13^2 divides 10^n + 1 where n = 585 = 13 * 45.0 = 3^2 * 5^1 * 13^1
13^2 divides 10^n + 1 where n = 663 = 13 * 51.0 = 3^1 * 13^1 * 17^1
13^2 divides 10^n + 1 where n = 741 = 13 * 57.0 = 3^1 * 13^1 * 19^1
13^2 divides 10^n + 1 where n = 819 = 13 * 63.0 = 3^2 * 7^1 * 13^1
13^2 divides 10^n + 1 where n = 897 = 13 * 69.0 = 3^1 * 13^1 * 23^1
13^2 divides 10^n + 1 where n = 975 = 13 * 75.0 = 3^1 * 5^2 * 13^1
13^2 divides 10^n + 1 where n = 1053 = 13 * 81.0 = 3^4 * 13^1
13^2 divides 10^n + 1 where n = 1131 = 13 * 87.0 = 3^1 * 13^1 * 29^1
13^2 divides 10^n + 1 where n = 1209 = 13 * 93.0 = 3^1 * 13^1 * 31^1
13^2 divides 10^n + 1 where n = 1287 = 13 * 99.0 = 3^2 * 11^1 * 13^1
13^2 divides 10^n + 1 where n = 1365 = 13 * 105.0 = 3^1 * 5^1 * 7^1 * 13^1
13^2 divides 10^n + 1 where n = 1443 = 13 * 111.0 = 3^1 * 13^1 * 37^1
13^2 divides 10^n + 1 where n = 1521 = 13 * 117.0 = 3^2 * 13^2
13^2 divides 10^n + 1 where n = 1599 = 13 * 123.0 = 3^1 * 13^1 * 41^1
13^2 divides 10^n + 1 where n = 1677 = 13 * 129.0 = 3^1 * 13^1 * 43^1
13^2 divides 10^n + 1 where n = 1755 = 13 * 135.0 = 3^3 * 5^1 * 13^1
13^2 divides 10^n + 1 where n = 1833 = 13 * 141.0 = 3^1 * 13^1 * 47^1
13^2 divides 10^n + 1 where n = 1911 = 13 * 147.0 = 3^1 * 7^2 * 13^1
13^2 divides 10^n + 1 where n = 1989 = 13 * 153.0 = 3^2 * 13^1 * 17^1
13^2 divides 10^n + 1 where n = 2067 = 13 * 159.0 = 3^1 * 13^1 * 53^1
13^2 divides 10^n + 1 where n = 2145 = 13 * 165.0 = 3^1 * 5^1 * 11^1 * 13^1
13^2 divides 10^n + 1 where n = 2223 = 13 * 171.0 = 3^2 * 13^1 * 19^1
13^2 divides 10^n + 1 where n = 2301 = 13 * 177.0 = 3^1 * 13^1 * 59^1
13^2 divides 10^n + 1 where n = 2379 = 13 * 183.0 = 3^1 * 13^1 * 61^1
13^2 divides 10^n + 1 where n = 2457 = 13 * 189.0 = 3^3 * 7^1 * 13^1
13^2 divides 10^n + 1 where n = 2535 = 13 * 195.0 = 3^1 * 5^1 * 13^2
13^2 divides 10^n + 1 where n = 2613 = 13 * 201.0 = 3^1 * 13^1 * 67^1
13^2 divides 10^n + 1 where n = 2691 = 13 * 207.0 = 3^2 * 13^1 * 23^1
13^2 divides 10^n + 1 where n = 2769 = 13 * 213.0 = 3^1 * 13^1 * 71^1
13^2 divides 10^n + 1 where n = 2847 = 13 * 219.0 = 3^1 * 13^1 * 73^1
13^2 divides 10^n + 1 where n = 2925 = 13 * 225.0 = 3^2 * 5^2 * 13^1
13^2 divides 10^n + 1 where n = 3003 = 13 * 231.0 = 3^1 * 7^1 * 11^1 * 13^1
13^2 divides 10^n + 1 where n = 3081 = 13 * 237.0 = 3^1 * 13^1 * 79^1
13^2 divides 10^n + 1 where n = 3159 = 13 * 243.0 = 3^5 * 13^1
13^2 divides 10^n + 1 where n = 3237 = 13 * 249.0 = 3^1 * 13^1 * 83^1
13^2 divides 10^n + 1 where n = 3315 = 13 * 255.0 = 3^1 * 5^1 * 13^1 * 17^1
13^2 divides 10^n + 1 where n = 3393 = 13 * 261.0 = 3^2 * 13^1 * 29^1
13^2 divides 10^n + 1 where n = 3471 = 13 * 267.0 = 3^1 * 13^1 * 89^1
13^2 divides 10^n + 1 where n = 3549 = 13 * 273.0 = 3^1 * 7^1 * 13^2
13^2 divides 10^n + 1 where n = 3627 = 13 * 279.0 = 3^2 * 13^1 * 31^1
