127^2 divides 10^n + 1 where n = 2667 = 127 * 21.0 = 3^1 * 7^1 * 127^1
127^2 divides 10^n + 1 where n = 8001 = 127 * 63.0 = 3^2 * 7^1 * 127^1
127^2 divides 10^n + 1 where n = 13335 = 127 * 105.0 = 3^1 * 5^1 * 7^1 * 127^1
127^2 divides 10^n + 1 where n = 18669 = 127 * 147.0 = 3^1 * 7^2 * 127^1
127^2 divides 10^n + 1 where n = 24003 = 127 * 189.0 = 3^3 * 7^1 * 127^1
127^2 divides 10^n + 1 where n = 29337 = 127 * 231.0 = 3^1 * 7^1 * 11^1 * 127^1
127^2 divides 10^n + 1 where n = 34671 = 127 * 273.0 = 3^1 * 7^1 * 13^1 * 127^1
127^2 divides 10^n + 1 where n = 40005 = 127 * 315.0 = 3^2 * 5^1 * 7^1 * 127^1
127^2 divides 10^n + 1 where n = 45339 = 127 * 357.0 = 3^1 * 7^1 * 17^1 * 127^1
127^2 divides 10^n + 1 where n = 50673 = 127 * 399.0 = 3^1 * 7^1 * 19^1 * 127^1
127^2 divides 10^n + 1 where n = 56007 = 127 * 441.0 = 3^2 * 7^2 * 127^1
127^2 divides 10^n + 1 where n = 61341 = 127 * 483.0 = 3^1 * 7^1 * 23^1 * 127^1
127^2 divides 10^n + 1 where n = 66675 = 127 * 525.0 = 3^1 * 5^2 * 7^1 * 127^1
127^2 divides 10^n + 1 where n = 72009 = 127 * 567.0 = 3^4 * 7^1 * 127^1
127^2 divides 10^n + 1 where n = 77343 = 127 * 609.0 = 3^1 * 7^1 * 29^1 * 127^1
127^2 divides 10^n + 1 where n = 82677 = 127 * 651.0 = 3^1 * 7^1 * 31^1 * 127^1
127^2 divides 10^n + 1 where n = 88011 = 127 * 693.0 = 3^2 * 7^1 * 11^1 * 127^1
127^2 divides 10^n + 1 where n = 93345 = 127 * 735.0 = 3^1 * 5^1 * 7^2 * 127^1
127^2 divides 10^n + 1 where n = 98679 = 127 * 777.0 = 3^1 * 7^1 * 37^1 * 127^1
